단어,형태소,횟수
유하,VV,2
분화,NNG,2
반발심,NNG,2
적중,NNG,2
애완,NNG,2
중량,NNG,2
구매처,NNG,2
동북아,NNP,2
운영비,NNG,2
단호히,MAG,2
기세,NNG,2
기일,NNG,2
밤낮,MAG,2
키,VV,2
쏟아지,VV,2
기술사,NNG,2
위탁,NNG,2
아울러,MAG,2
시시각각,NNG,2
중장비,NNG,2
공수,NNG,2
대장,NNG,2
잊어버리,VV,2
시멘트,NNG,2
보탬,NNG,2
쥴,NNP,2
트래킹,NNG,2
소위,NNG,2
신선,NNG,2
라스트,NNG,2
마일,NNG,2
시태,NNG,2
노동부,NNG,2
데일,NNP,2
신호기,NNG,2
옛날,NNG,2
핵가족,NNG,2
웨이퍼,NNG,2
패,NNG,2
측정값,NNG,2
보험법,NNG,2
치르,VV,2
시속,NNG,2
판교,NNG,2
고용량,NNG,2
고속,NNG,2
볼트,NNG,2
수요량,NNG,2
호황,NNG,2
파격,NNG,2
집적회로,NNP,2
문득,MAG,2
정극,NNG,2
새터민,NNG,2
귀환,NNG,2
예비자,NNG,2
어제,NNG,2
유심히,MAG,2
용도,NNG,2
내년,NNG,2
학과목,NNG,2
한국남부발전,NNP,2
금장,NNG,2
말동무,NNG,2
획기적으로,MAG,2
세면대,NNG,2
수세미,NNG,2
사관,NNG,2
한전,NNP,2
복구,NNG,2
소지,NNG,2
저출산,NNP,2
섭취,NNG,2
장면,NNG,2
아웃소싱,NNP,2
자습,NNG,2
당량,NNG,2
근력,NNG,2
챕터,NNP,2
여가,NNG,2
탈진,NNG,2
위아,NNP,2
부와,NNG,2
동사,NNG,2
수혜,NNG,2
편익,NNG,2
청정에너지,NNG,2
자청,NNG,2
빠트리,VV,2
피쳐,NNP,2
원작,NNG,2
배틀,MAG,2
모드,NNG,2
인터페이스,NNG,2
컨트롤러,NNG,2
스킨,NNG,2
공급사슬,NNP,2
그레이트,NNP,2
고심,NNG,2
브로커,NNG,2
전문직,NNG,2
항시,MAG,2
메달,NNG,2
터치,NNG,2
수표,NNG,2
코닝,NNP,2
완제,NNG,2
병목,NNG,2
싸이클,NNP,2
방호,NNG,2
보호구,NNG,2
음,NNG,2
잔량,NNG,2
가스안전공사,NNP,2
팔레스타인,NNP,2
채,NNG,2
스틸,NNG,2
지나치,VV,2
육하원칙,NNG,2
지걸,NNG,2
카톡,NNP,2
액션,NNG,2
공포,NNG,2
점차,NNG,2
미확보,NNG,2
동남,NNG,2
히든,NNG,2
챔피언,NNG,2
카카오톡,NNP,2
봇,NNG,2
방출,NNG,2
석박,NNG,2
완공,NNG,2
착용,NNG,2
역사책,NNG,2
먼지,NNG,2
혐오,NNG,2
저주파,NNG,2
지자체,NNG,2
공원,NNG,2
잇,NNG,2
내근,NNG,2
계단,NNG,2
개,NNG,2
관심없,VV,2
성공리,NNG,2
부정행위,NNG,2
내수,NNG,2
예고,NNG,2
타워,NNG,2
영업력,NNG,2
광경,NNG,2
존재감,NNG,2
교보,NNG,2
人,NNG,2
팀웍,NNP,2
공존,NNG,2
토목,NNG,2
예인,NNG,2
방제,NNG,2
과업,NNG,2
저렇게,MAG,2
요일,NNG,2
경험담,NNG,2
골칫거리,NNG,2
번거로이,MAG,2
까라,NNP,2
빼먹,VV,2
가져가,VV,2
줄어드,VV,2
때때로,MAG,2
연세대,NNP,2
관건,NNG,2
탄력,NNG,2
끊기,VV,2
공강,NNG,2
순간순간,NNG,2
불황,NNG,2
경남,NNP,2
후임자,NNG,2
가까이,NNG,2
기자단,NNG,2
악용,NNG,2
포지셔닝,NNG,2
관광지,NNG,2
터울,NNG,2
남매,NNG,2
아무래도,MAG,2
용모,NNG,2
날,VV,2
적당히,MAG,2
우프,NNP,2
시프트,NNG,2
왕왕,MAG,2
비자,NNG,2
개요,NNG,2
그레이,NNP,2
그림자,NNG,2
고기,NNG,2
발탁,NNG,2
통용,NNG,2
영문학,NNG,2
전속,NNG,2
나미,NNG,2
대만,NNP,2
카우치,NNP,2
워너,NNP,2
런,NNG,2
쿠,MAG,2
뷰티,NNG,2
스토어,NNG,2
허드렛일,NNG,2
성심성의껏,MAG,2
경중,NNG,2
하객,NNG,2
카카오,NNP,2
열성,NNG,2
총동원,NNG,2
도력,NNG,2
대상자,NNG,2
쉼터,NNG,2
개원,NNG,2
인권,NNG,2
표적,NNG,2
홍삼,NNG,2
암시,NNG,2
단서,NNG,2
게스트,NNG,2
아쉬움,NNG,2
게스트,NNP,2
서면,NNG,2
플리,NNP,2
국세청,NNG,2
말투,NNG,2
굴,NNG,2
구청,NNG,2
활동가,NNG,2
찢,VV,2
사리,NNG,2
노르웨이인,NNP,2
바우처,NNG,2
리방,NNG,2
저번,NNG,2
지기,NNG,2
수월,NNG,2
느리,VA,2
엄청나,VA,2
기꺼이,MAG,2
홍보물,NNG,2
회칙,NNG,2
출석,NNG,2
프랑스,NNP,2
프랑스어,NNP,2
만일,NNG,2
레시피,NNG,2
쿠르,MAG,2
물색,NNG,2
보관함,NNG,2
일괄,NNG,2
일석이조,NNG,2
월등히,MAG,2
내구,NNG,2
매끄럽,VA,2
연구비,NNG,2
유색,NNG,2
필라멘트,NNG,2
한창,MAG,2
보행,NNG,2
앞서,VV,2
준우승,NNG,2
특별상,NNG,2
구조물,NNG,2
정기회,NNG,2
운동회,NNG,2
낙후,NNG,2
과회,NNG,2
으뜸,NNG,2
생필품,NNG,2
풀무원,NNP,2
만발,NNG,2
보배,NNG,2
응모,NNG,2
벌레,NNG,2
신혼,NNG,2
빈곤,NNG,2
탐독,NNG,2
중급,NNG,2
계좌,NNG,2
속이,VV,2
화살,NNG,2
연기,NNG,2
식이,NNG,2
요법,NNG,2
보살피,VV,2
자꾸,MAG,2
이기,VV,2
원망,NNG,2
반찬,NNG,2
넘버,NNG,2
꺼내,VV,2
청정,NNP,2
제주,NNP,2
살충제,NNG,2
쿡,NNP,2
커리큘럼,NNG,2
검,VA,2
상관없,VA,2
교통수단,NNG,2
위상,NNG,2
학당,NNG,2
전력망,NNG,2
파라미터,NNG,2
정격,NNG,2
동적,NNG,2
열외,NNG,2
개폐,NNG,2
시퀀스,NNG,2
폐색,NNG,2
절대로,MAG,2
지상,NNG,2
내방,NNP,2
차장,NNG,2
어휘,NNG,2
물가,NNG,2
정수,NNG,2
불합격,NNG,2
소금,NNG,2
워라,NNG,2
사설,NNG,2
트렌디,NNP,2
최근,MAG,2
다변,NNG,2
털실,NNG,2
방한,NNG,2
국어,NNG,2
에세이,NNG,2
소유,NNG,2
쟁점,NNG,2
사무소,NNG,2
중요히,MAG,2
가볍,VA,2
공격수,NNG,2
활짝,MAG,2
치중,NNG,2
영농,NNG,2
농촌,NNG,2
귀농,NNG,2
모닝,NNP,2
기술자,NNG,2
물체,NNG,2
예제,NNG,2
더듬,VV,2
이등병,NNG,2
포술,NNG,2
주특기,NNG,2
전술,NNG,2
전액,NNG,2
한,NNG,2
수위,NNG,2
비츠,NNP,2
시스,NNP,2
아낌없,VA,2
일취월장,NNG,2
파벌,NNG,2
개정,NNG,2
주니어,NNG,2
위아,NNG,2
법대,NNG,2
억지로,MAG,2
편,NNG,2
코레일유통,NNP,2
의회,NNG,2
사무처,NNG,2
보좌관,NNG,2
바깥,NNG,2
각성,NNG,2
데이,NNG,2
유,NNP,2
악착같이,MAG,2
수학여행,NNG,2
등반,NNG,2
발자국,NNG,2
외식업,NNG,2
거르,VV,2
매각,NNG,2
거시,NNG,2
부실기업,NNG,2
경매,NNG,2
세제,NNG,2
관재,NNG,2
일일히,MAG,2
현지인,NNG,2
가성,NNG,2
랜드,NNG,2
접대,NNG,2
유창,NNG,2
종식,NNG,2
예감,NNG,2
고질,NNG,2
후자,NNG,2
직감,NNG,2
시차,NNG,2
결항,NNG,2
레몬,NNG,2
로비스,NNP,2
해운업,NNG,2
홍채,NNG,2
신하,NNG,2
농지,NNG,2
군사,NNG,2
뼈대,NNG,2
한국지역난방공사,NNP,2
언짢,VA,2
변모,NNG,2
제삼자,NNG,2
분단,NNG,2
국철,NNG,2
성장률,NNG,2
연필,NNG,2
주변인,NNG,2
물고,NNG,2
체질,NNG,2
국익,NNG,2
파트너십,NNP,2
레벨,NNG,2
중금속,NNG,2
출제,NNG,2
선제,NNG,2
틀,VV,2
시끄럽,VA,2
커넥션,NNG,2
플래너,NNG,2
코피노,NNP,2
뉘른베르크,NNP,2
헤드,NNG,2
숍,NNG,2
모조품,NNG,2
시골,NNG,2
낙오,NNG,2
경쟁의식,NNG,2
학습지,NNG,2
유엔,NNP,2
추출,NNG,2
해킹,NNG,2
사이버,NNG,2
쇼,NNG,2
참관,NNG,2
질투,NNG,2
테크,NNP,2
한양,NNG,2
의료진,NNG,2
중환자,NNG,2
밤늦,VA,2
봉투,NNG,2
성찰,NNG,2
식은땀,NNG,2
증상,NNG,2
제세,NNG,2
환,NNG,2
지시약,NNG,2
은상,NNG,2
가산점,NNG,2
방정식,NNG,2
분별,NNG,2
석차,NNG,2
블루,NNP,2
오션,NNP,2
채혈,NNG,2
혈구,NNG,2
생화학,NNG,2
혈장,NNG,2
여비,NNG,2
무섭,VA,2
정중히,MAG,2
여기저기,NNG,2
여지,NNG,2
교통편,NNG,2
도메인,NNG,2
의의,NNG,2
비싸,VA,2
맥주,NNG,2
리포,NNG,2
프로토,NNP,2
권회,NNG,2
정작,MAG,2
내놓,VV,2
타과,NNG,2
종일,NNG,2
악순환,NNG,2
마침표,NNG,2
시작점,NNG,2
장마,NNG,2
피로,NNG,2
양면,NNG,2
룰렛,NNG,2
드림,NNG,2
마당,NNG,2
불만제로,NNP,2
대야,NNG,2
실전,NNP,2
구사,NNG,2
산,NNG,2
접객,NNG,2
자택,NNG,2
의구심,NNG,2
의전,NNG,2
입국,NNG,2
외교부,NNP,2
체크인,NNG,2
비즈니스맨,NNG,2
톡톡,MAG,2
캐리어,NNG,2
민박,NNG,2
가시성,NNG,2
실장,NNG,2
통째,NNG,2
스토리텔링,NNP,2
보부,NNG,2
주안점,NNG,2
이질,NNG,2
번갈,VV,2
스도쿠,NNP,2
소매,NNG,2
프리마,NNP,2
켓,NNP,2
소장품,NNG,2
전통주,NNG,2
알코올,NNG,2
슬리퍼,NNG,2
재발견,NNG,2
기말,NNG,2
감성,NNG,2
작가,NNG,2
줄거리,NNG,2
포스팅,NNP,2
구두,NNG,2
번번이,MAG,2
중남미,NNP,2
단자,NNG,2
얽매이,VV,2
고,NNG,2
피시방,NNG,2
인생철학,NNG,2
대거,MAG,2
지새우,VV,2
다독이,VV,2
유대,NNG,2
어린아이,NNG,2
실,VV,2
이자,NNG,2
적관,NNG,2
교감,NNG,2
끄,VV,2
의하,VV,2
사명,NNG,2
면모,NNG,2
면세,NNG,2
쿡,MAG,2
만나,NNG,2
고사,NNG,2
벼락치기,NNG,2
쯤,NNG,2
엄마,NNG,2
침체기,NNG,2
신상품,NNG,2
리셉션,NNG,2
팝콘,NNG,2
떨,VV,2
휴가철,NNG,2
근원,NNG,2
자립심,NNG,2
생명력,NNG,2
걱정거리,NNG,2
산하,NNG,2
특허증,NNG,2
프리스,NNP,2
위판,NNG,2
분업화,NNG,2
사자성어,NNG,2
긴급회의,NNG,2
벼룩시장,NNG,2
세일즈,NNP,2
구원,NNG,2
새로이,MAG,2
촉매제,NNG,2
발목,NNG,2
내면,NNP,2
미쓰,NNP,2
풍자,NNG,2
가지,NNG,2
베레모,NNG,2
빅토르,NNP,2
위고,NNG,2
장편,NNG,2
엘,NNG,2
주교,NNG,2
마리우스,NNP,2
앙,NNP,2
졸라,NNP,2
퇴색,NNG,2
올곧,VA,2
벗겨지,VV,2
악인,NNG,2
강아지,NNG,2
전적,NNG,2
유네스코,NNP,2
소녀,NNG,2
편차,NNG,2
폴더,NNG,2
하늘,NNG,2
명물,NNG,2
만석,NNG,2
제시간,NNG,2
국립대,NNG,2
단발,NNG,2
고을,NNG,2
증여세,NNG,2
산입,NNG,2
재배치,NNG,2
출구,NNG,2
스카우트,NNG,2
연수생,NNG,2
원재료,NNG,2
팔레트,NNG,2
객체,NNG,2
신축,NNG,2
재고량,NNG,2
타자,NNG,2
물동량,NNG,2
체인,NNG,2
옥외,NNG,2
배양기,NNG,2
터지,VV,2
학장,NNG,2
의논,NNG,2
역무원,NNG,2
개선책,NNG,2
가맹점,NNG,2
궂,VA,2
메뉴판,NNG,2
서베이,NNG,2
과녁,NNG,2
맞히,VV,2
딸,NNG,2
듀스,NNG,2
다,VV,2
고장나,VV,2
이용객,NNG,2
콤,NNG,2
보,NNG,2
셀링,NNP,2
동성,NNG,2
튀김옷,NNG,2
찬류,NNG,2
죠스떡볶이,NNP,2
찾아다니,VV,2
주재원,NNG,2
새우,VV,2
무역업,NNG,2
늘어지,VV,2
간혹,MAG,2
아웃도어,NNG,2
재정리,NNG,2
셀로,NNG,2
작업량,NNG,2
상선,NNG,2
수원,NNP,2
형편,NNG,2
미취학,NNG,2
결핍,NNG,2
밀도계,NNG,2
수력학,NNG,2
열수,NNG,2
력학,NNG,2
객장,NNG,2
소란,NNG,2
비타민,NNG,2
일관,NNG,2
의지력,NNG,2
굳,VV,2
틀어지,VV,2
차라리,MAG,2
임,NNP,2
플란트,NNP,2
선반,NNG,2
감싸,VV,2
초집,NNG,2
하이닉스,NNP,2
옐로,NNG,2
카펫,NNG,2
화단,NNG,2
텃밭,NNG,2
기울,VV,2
롤플레잉,NNG,2
하늘길,NNG,2
알라딘,NNP,2
비행,NNG,2
플래시,NNP,2
진,NNG,2
지부장,NNG,2
신뢰성,NNG,2
차종,NNG,2
재학생,NNG,2
동체,NNG,2
빵집,NNG,2
종로,NNP,2
머리카락,NNG,2
바이러스,NNG,2
부친,NNG,2
시신,NNG,2
아동학,NNG,2
육아,NNG,2
숙달,NNG,2
부여받,VV,2
돌출,NNG,2
카,NNP,2
이스트,NNP,2
화법,NNG,2
마인드맵,NNG,2
예비품,NNG,2
대중교통,NNG,2
지어,NNG,2
우드,NNG,2
긴장감,NNG,2
가독,NNG,2
모니터,NNG,2
병통,NNG,2
투석기,NNG,2
대통,NNG,2
공통분모,NNG,2
싣,VV,2
시제품,NNG,2
회계학,NNG,2
감기,NNG,2
진찰,NNG,2
복용,NNG,2
콘셉트,NNG,2
숯불,NNG,2
밑반찬,NNG,2
공평,NNG,2
파이널,NNG,2
귀납,NNG,2
배달원,NNG,2
기록부,NNG,2
주사,NNG,2
휘장,NNG,2
엘리자베스,NNP,2
스티브,NNP,2
잡스,NNP,2
지혜,NNG,2
삼자대면,NNG,2
태평양,NNP,2
서열,NNG,2
거짓,NNG,2
숙식,NNG,2
한국도로공사,NNP,2
백방,NNG,2
열흘,NNG,2
교통사고,NNG,2
성년,NNG,2
송이,NNG,2
카트,NNG,2
닉스,NNG,2
연합회,NNG,2
슈팅,NNG,2
해명,NNG,2
커패시터,NNG,2
제동,NNG,2
제조원,NNG,2
병렬,NNG,2
계측,NNG,2
납땜,NNG,2
부자재,NNG,2
해제,NNG,2
얼음덩어리,NNG,2
레고,NNP,2
작용기,NNG,2
생성물,NNG,2
톱니바퀴,NNG,2
꿇,VV,2
기본기,NNG,2
토플,NNG,2
대행사,NNP,2
청,NNG,2
스튜디오,NNG,2
영상물,NNG,2
포맷,NNG,2
구도,NNG,2
펌,NNG,2
자본금,NNG,2
똑,MAG,2
출입구,NNG,2
정류장,NNG,2
연도,NNG,2
빈도수,NNG,2
일자,NNG,2
가중치,NNG,2
동월,NNG,2
균등,NNG,2
안전도,NNG,2
쿼,NNG,2
리문,NNG,2
하루빨리,MAG,2
하사,NNG,2
포반장,NNG,2
곧장,MAG,2
절충,NNG,2
손잡이,NNG,2
대진표,NNG,2
프레임워크,NNP,2
엿보,VV,2
나날이,MAG,2
화인,NNG,2
번복,NNG,2
회귀분석,NNP,2
정신없이,MAG,2
잡지,NNG,2
류연,NNP,2
구진,NNG,2
휠,NNG,2
비게,NNG,2
무론,MAG,2
무역상,NNG,2
장교,NNG,2
시범,NNG,2
하우징,NNG,2
금형,NNG,2
상담소,NNG,2
슈터,NNG,2
반열,NNG,2
정류기,NNG,2
생리대,NNG,2
공사장,NNG,2
온전히,MAG,2
야무지,VA,2
毒,NNG,2
결막염,NNG,2
앓,VV,2
멀티태스킹,NNG,2
난이,NNG,2
공공사업,NNG,2
태권도,NNG,2
치맥,NNG,2
산출물,NNG,2
비트코인,NNP,2
정회원,NNG,2
성취도,NNG,2
테크노,NNP,2
불법,NNG,2
아키,NNP,2
빌드,NNP,2
종족,NNG,2
학교명,NNG,2
유의,NNG,2
지게차,NNG,2
애드워즈,NNP,2
다년,NNG,2
한발,NNG,2
청소기,NNG,2
공가,NNG,2
쪽지,NNG,2
경찰,NNG,2
영외,NNG,2
소대,NNG,2
리니지,NNP,2
멸망,NNG,2
유소년,NNG,2
악,NNG,2
산정,NNG,2
삼보,NNG,2
모터스,NNP,2
고소공포증,NNP,2
전경,NNG,2
풍류,NNG,2
정구,NNG,2
천,NNG,2
물기,NNG,2
빗,NNG,2
군용차,NNG,2
경유,NNG,2
유변학,NNG,2
화합물,NNG,2
경화,NNG,2
핑계,NNG,2
잠깐,NNG,2
구급,NNG,2
위급,NNG,2
후송,NNG,2
균일,NNG,2
흡음,NNG,2
매경,NNP,1
취직,NNG,1
신용,NNG,1
영원,NNG,1
최전방,NNG,1
국력,NNG,1
환은,NNG,1
설탕,NNG,1
밀가루,NNG,1
에프,NNG,1
믹스,NNG,1
식생활,NNG,1
제당,NNG,1
코카,NNG,1
펩시,NNP,1
삼양,NNG,1
정학,NNG,1
함량,NNG,1
과냉각,NNG,1
빙결,NNG,1
수습,NNG,1
포켓볼,NNG,1
탄,NNG,1
로수,NNP,1
젯,NNP,1
로벨,NNP,1
리토,NNP,1
약효,NNG,1
투약,NNG,1
랩스,NNP,1
당뇨,NNG,1
램스,NNP,1
분별력,NNG,1
산소,NNG,1
살모넬라,NNG,1
대장균,NNG,1
외관,NNG,1
향,NNG,1
읊,VV,1
단정,NNG,1
팬덤,NNP,1
힙,NNP,1
이별,NNG,1
윤종신,NNP,1
역주행,NNG,1
단연,MAG,1
릴레이,NNP,1
안무,NNP,1
요새,NNG,1
지큐,NNP,1
오비타,NNP,1
건조,NNG,1
내산성,NNG,1
담즙,NNG,1
전기천,NNP,1
능,NNG,1
장염,NNG,1
장유,NNG,1
밀착,NNG,1
연접,NNG,1
누수,NNG,1
스크리닝,NNG,1
밀착연접,NNP,1
장간,NNG,1
림프절,NNG,1
분비,NNG,1
유방암,NNG,1
종양,NNG,1
소견,NNG,1
전폐,NNG,1
우울,NNG,1
의식주,NNG,1
난치병,NNG,1
마비,NNG,1
앤,NNP,1
아파하,VV,1
테니스,NNG,1
관절염,NNG,1
부외,NNG,1
부금,NNG,1
급박,NNG,1
저유,NNG,1
건축물,NNG,1
서정진,NNP,1
제약사,NNG,1
온이,MAG,1
탈바꿈,NNG,1
세세,NNG,1
범하,VV,1
쥐,NNG,1
상층,NNG,1
아토피,NNG,1
금호,NNG,1
조속히,MAG,1
차근차근히,MAG,1
지로,NNG,1
실리,NNG,1
조직력,NNG,1
경호원,NNG,1
파울,NNP,1
볼,NNG,1
음주,NNG,1
가라앉히,VV,1
사감,NNG,1
학실,NNG,1
정대우,NNG,1
사보,NNG,1
용설,NNG,1
워크아웃,NNG,1
거가,NNG,1
시화호,NNP,1
조력,NNG,1
원청,NNG,1
숙고,NNG,1
황금기,NNG,1
有,NNG,1
진두지휘,NNG,1
스튜디오,NNP,1
뮬,NNG,1
막노동,NNG,1
만만히,MAG,1
팍,MAG,1
소명,NNG,1
프론티어,NNP,1
심취,NNG,1
술집,NNG,1
쓸데없,VA,1
평택항,NNP,1
해당자,NNG,1
명과,NNG,1
왠지,MAG,1
지킴,NNG,1
불광,NNP,1
불급,NNG,1
세라믹,NNG,1
유니온,NNP,1
머티,NNP,1
리얼,NNG,1
륵,NNG,1
전력비,NNG,1
경영지,NNG,1
면허증,NNG,1
뇌파,NNG,1
여파,NNG,1
최상위,NNG,1
제형,NNG,1
카페인,NNG,1
기제품,NNG,1
삼박자,NNG,1
적서,NNG,1
결점,NNG,1
통가,NNG,1
총무국,NNG,1
검사장,NNG,1
장등,NNG,1
연중,NNG,1
원일,NNG,1
레저,NNG,1
전화기,NNG,1
덤벨,NNG,1
봉수대,NNG,1
등산로,NNG,1
생기,NNG,1
되찾,VV,1
해방,NNG,1
투지,NNG,1
라테,NNG,1
일생,NNG,1
훈일,NNG,1
알아듣,VV,1
반문,NNG,1
왜곡,NNG,1
가정주부,NNG,1
남중,NNG,1
태블릿,NNP,1
시험법,NNG,1
폐수,NNG,1
